Dive Shop,Address,Website,City,State,Country,Region,Phone Number,Email,Dive Courses,Rental Gear,Gases,Type,Dive Sites,Helper,Notes,
Master Divers,"25/8 Moo 2, Mae Haad, Koh Tao 84360, Thailand",https://master-divers.com/,Koh Tao,Surat Thani,Thailand,Southeast Asia, +66 92 618 5637 , info@master-divers.com ,,,Nitrox,Dive Shop,Koh Tao,,No individual dive sites listed. Heavy PADI site with mostly PADI courses,
Maui Dive Shop,"24 Hale Kuai St, Kihei, HI 96753",https://www.mauidiveshop.com/,Kihei,Hawaii,United States,North America,18088750333, info@mauidiveshop.com ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Divemaster, Wreck Diver, Deep Diver","Wetsuit, Regulator, Fins, Mask, BCD, Boots, Snorkel",Nitrox,Dive Resort,"Lanai Cathedrals, Molokini, Molokini Crater, SB2C Helldiver, St. Anthony, The Carthaginian 2, Triple Anchors",,,
Maui Dreams Dive Co.,"1993 S Kihei Rd #22, Kihei, HI 96753, United States",https://mauidreamsdiveco.com/,Kihei,Hawaii,United States,North America, +1 808-874-5332 , dive@mauidreamsdiveco.com ,"Open Water Diver, Enriched Air Nitrox, Advanced Adventurer, Rescue Diver, Discover Scuba Diving, Dry Suit Diver, Advanced Open Water Diver, Divemaster","Wetsuit, Regulator, Gloves, BCD, Drysuit, Hood, Fins, Mask, Snorkel, Boots",Nitrox,Dive Shop,"Molokini, Molokini Crater, The Carthaginian 2",,,
Maya Blue Dive Center,"Highway 307 Km. 93 Carretera Tulum - Cancún - Between Puerto Aventuras, 77710 Xpu Ha, Quintana Roo, Mexico",https://www.mayabluedivecenter.com/,Tulum,Quintana Roo,Mexico,North America, +52 984 145 8696 , info@mayabluedivecenter.com ,"Open Water Diver, Advanced Adventurer, Advanced Open Water Diver, Wreck Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Marine Ecology, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Try Scuba / Intro Scuba","BCD, Drysuit, Mask, Regulator",Nitrox,Dive Shop,"Angelita Cenote, Calavera (Temple of Doom) Cenote, Carwash (Aktun Ha) Cenote, Casa Cenote, Cenote Chac Mool, Cenote Chikin-Ha, Cenotes, Dos Ojos Cenote, Dreamgate Cenote, El Eden (Ponderosa) Cenote, Gran Cenote, Tajma Ha (Taj - Mahal) Cenote, The Pit (El Pit) Cenote",,,
MBT Divers,"3920 Barrancas Ave, Pensacola, FL 32507, United States",https://www.mbtdivers.com/,Pensacola,Florida,United States,North America, +1 850-455-7702 , mbtdivers@gmail.com ,"Open Water Diver, Discover Scuba Diving, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster","Wetsuit, Regulator, BCD, Hood, Mask, Drysuit",Nitrox,Dive Shop,"Three Coal Barges, Joe Patti Barge, USS Massachusetts, San Pablo Aka Russian Freighter, Ocean Winds, Pete Tide II, Chevron Rig, YDT 15 – USS Suitland, YDT 14 – USS Phoebus, Avocet, Antares, Tenneco Rig, Park East Gulf Side Reef, Fort Pickens (Gulf Island National Seashore), Perdido Key Snorkel Reef, Navarre Snorkeling Reef, Park West Bay Side & Captain Bob Quarles Reef, Casino Beach Snorkel Reef, Vortex Springs, Morrison Springs, New Venture, Lulu, USS Oriskany, Liberty Ship, Tex Edwards Barge, Portofino, Casino Beach, Perdido Key, Navarre, Fort Pickens, Park West",,,
MenaDive Safaga,"Menadive c/o Menaville Hotel, Port Safaga, Red Sea, Egypt",https://www.menadive.com/,Port Safaga,Red Sea Governorate,Egypt,Northern Africa, +20 12 22419795 , center@menadive.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Open Water 20, Deep Diver, Enriched Air Nitrox, Night Diver, Wreck Diver, Underwater Navigator, Divemaster, Advanced Nitrox, Trimix Diver","Snorkel, Regulator, BCD, Fins, Wetsuit, Mask",Nitrox,Dive Resort,Shams Safaga,,Dive page not finished,
Meridian Adventure Dive,"Waisai, Raja Ampat Regency, West Papua 98482, Indonesia",https://www.meridianadventuredive.com/,Waisai,Southwest Papua,Indonesia,Southeast Asia, +62 822-4854-0774 , reservations@meridianadventuredive.com ,"Open Water Diver, Scuba Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Divemaster, Divemaster / Assistant Instructor","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Dive Resort,"Destination Diving, Raja Ampat, Kas Neptun, Teos House Reef, Conger City, Fishing Wreck, SG 114 Wreck, Lego Hill, Lego Hill Deep, Glassy Point, Teos Canyon, Teos Canyon Deep, Teos Heart of Fish, Teos Amphora, Big Reef, Camel Corner, Hot Water (Sicak Su), Doganbey Island (Doganbey Adasi)",,,
Mermaid Liveaboards,"Jl. Danau Tamblingan No.75, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80220, Indonesia",https://www.mermaid-liveaboards.com/,Denpasar,Bali,Indonesia,Southeast Asia, +62 811-386-940 , info@mermaid-liveaboards.com ,,"Wetsuit, Regulator, Fins, Mask, BCD, Dive Computer, Snorkel, Boots",Nitrox,Liveaboard,"Alor, Banda Sea, Halmahera, Komodo, Lembeh Strait, Maumere, Raja Ampat, Togian Islands",,,
Mexico Divers,"Av Francisco I. Madero SM1 M20 L10 Centro, Isla Mujeres, Quintana Roo, Mexico",https://mexicodivers.com/,Isla Mujeres,Quintana Roo,Mexico,North America, +52 998 877 1117 , info@mexicodivers.com ,,"Snorkel, Mask, Fins",,Dive Resort,"C-58 Anaya, Casa Cenote, Chairel, Chikin Ha Cenote, Isla Mujeres, Jardines, MUSA Underwater Museum, Manchones, Punta Negra, Punta Sur, Sleeping Shark Cave, Ultrafreeze (El Frio), Ixlache Reef, Ultrafrezze Shipwreck, Hondureño Shipwreck, Puentes y Pailas Reef, La Cadenita Reef, El Farito Reef, Media Luna Reef, Atlantis Reef, Cruz de la Bahia, Aristos Reef, San Toribio Reef, El Grampin Reef, Chitales Reef, Bandera Reef, C-55 Mine Sweeper Shipwreck, El Barquito Shipwreck, Los Picos, El Pesquero Shipwreck, El Meco Reef, La Piedra Atravezada Reef",,,
Monterey Bay Scuba,"32 Cannery Row, Monterey, CA 93940",https://montereybayscuba.com/,Monterey,California,United States,North America, +1 831-533-3483 , diver@montereybayscuba.com ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Divemaster, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",Nitrox,Dive Shop,Monterey Bay,,,
Murex Dive,"Desa Pulau Bangka, Lihunu, Bangka Island, North Minahasa Regency, North Sulawesi, Indonesia",https://www.murexdive.com/,Manado,Sulawesi Utara,Indonesia,Southeast Asia, +62 811-4390-0091 , reservations@murexresorts.com ,"Advanced Nitrox, Deco Procedures, Trimix Diver, Tech 1, Cave 1","Regulator, BCD, Dive Computer","Nitrox, Trimix",Dive Resort,"Aer Bajo, Aer Perang, Alami Alor House Reef, Bianca, Critter hunt, Goby a Crab, Hairball, Jahir, Makawide, Mawali Wreck, Nudi Retreat, Pantai Parigi, Pintu Colada, Police Pier, Retak Larry, Sarena Besar, TK, Tjg. Kelapa, Bethlehem, Rona Pt., Mutiara, Tambala, Elu Pt., Critter Circus, Bahama Pt., Pasir Panjang, Tjg. Bulo, Politeknik, Catnas, Murex House Reef, Celebes, City Extra, Batas Kota, Tjg. Pepaya, Malalayang, Molas Shipwreck, Black Rock, Tjg. Pisok, Sahaung, Tjg. Usi, Demak, Busabora, Muka Linggua, Kuala Sipi, Kahuku, Tjg. Merah, Batu Kapal, Batu Goso, Batu Pica, Batu Angus, Tjg. Toto, Peter Sponge, Tiga Batu, Delphine Pt., Sampiri, Pantai Kecil, Batu Mandi, Batu Pendeta, Aer Banua, Tjg. Arus, Tectonic, Yaki Pt., Lelade, Crystal Bay, Lakehe, Lekuan 1, Lekuan 2, Lekuan 3, Muka Kampung, Bunaken Timur, Panggalisan, Sachiko's Pt., Tjg. Parigi, Mike's Pt., Raymond's Pt., Tengah, Mandolin, Ron's Pt., Fukui, Alung Banua, Bualo / Muka Gereja, Negeri, Pangulingan, Tanjung Kopi, Siladen",,Ton of Dive site maps,
MV Lapat,"1/13 Moo 6, Khuekkhak, Takua Pa, Phang-nga 82220, Thailand",https://www.khaolakexplorer.com/liveaboard/mv-lapat/,Khao Lak,East Kalimantan,Thailand,Southeast Asia,66611195733, info@khaolakexplorer.com ,"Open Water Diver, Open Water Scuba Diver, One Star Diver (★), Open Water 20, Advanced Adventurer, Two Star Diver (★★), Advanced 35, Stress & Rescue Diver, Three Star Diver (★★★), Enriched Air Nitrox, Divemaster, Advanced Nitrox, Deco Procedures, Trimix Diver, Junior Open Water Diver, Try Scuba / Intro Scuba, Introductory Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel","Nitrox, Trimix","Liveaboard, Dive Shop","Boonsung wreck, Koh Bon, Koh Tachai Pinnacle, Preimchai wreck, Richelieu Rock, Similan Islands, Surin Islands",,,
Nabucco Island Resort,"Celebes, Sea, Pineleng, Kabupaten Minahasa, Sulawesi Utara, Indonesia",https://extradivers-worldwide.com/en/about-us/news/,Berau,Sulawesi Utara,Indonesia,Southeast Asia, 8803192 2 , info@extradivers.org ,"Open Water Diver, Advanced Open Water Diver, Rescue Diver, Deep Diver, Wreck Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director, Discover Scuba Diving, Junior Open Water Diver","Regulator, Wetsuit, BCD, Hood, Drysuit, Dive Computer",Nitrox,Dive Resort,"Christmas Island - Flying Fish Cove, Dahab, Equinox, Fayrouz, Gili Trawangan - Shark Point, Gozo Inland Sea, Lahami Bay, Makadi, Marsa Alam, Quseir, Sharm el Naga, Gawana-Bali, Destination Diving, Watamu Marine National Park, Zighy Bay, Qantab, Sifah, Mirbat",,,
NAD-Lembeh Resort,"Teluk Rarandam Kecil, Mawali, Kec. Lembeh Utara, Kota Bitung, Sulawesi Utara 95555, Indonesia",https://www.nad-lembeh.com/,Bitung,Sulawesi Utara,Indonesia,Southeast Asia, +62 812-4756-661 , info@nad-lembeh.com ,"Open Water Diver, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Night Diver, Underwater Navigator, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, BCD, Dive Computer",Nitrox,Dive Resort,"Lembeh Strait, Northern Lights, Batu Angus, Pante Maleo, AW Shucks, Hey Nus, Hairball, Suprise, TK, Retak Larry, Slow Poke, Magic Crack, Magic Rock, Coral Garden, Nudi Retreat, Makawide Pier, Makawide, Jahir, Aer Perang, Waterfall, Nudi Falls, Police Pier, Biancca, Tanda Rusa, Madidir, Goby a Crab, Kapal Indah, Trikora, Pulau Abadi, Kelapa Dua, Mawali Wreck, Pantai Kira², Exploration, Hey Mi, Tanjung Kusu², Seagrass, Pintu Kolada, Toms Garden, Sarena Besar, Sarena Patah, Susan's Reef, Pussy Galore, Critter hunt, Lampu Merah, Tanjung Harus, Pantai Parigi, Tanjung Kareko, Kareko Pasir, Kareko Batu, Tanjung Kubur, Tanjung Tebal, Aer Bajo, Batu Sandar, Rojos, 50/50, Binuang, Jojos, Angels Window, Bat Bay, Batu Merah, Hairy Larry, Pulau Putus, California Dreaming, Jiko Yanci, Kaina's Treasure, Garis Gila, Dantes Wall, Tanjung Malamise, Batu Kapal, Simon's Hole, Gani, Jiko Dolom, Batu Bunyan, Pulau Susulina",,https://nad-lembeh.com/wp-content/uploads/2022/03/Lembeh_Diving_Map-1024x1024.jpg,
NAI'A Liveaboard,"PO Box 332, Pacific Harbour, Fiji",https://www.naia.com.fj/,Lautoka,Central Division,Fiji,Pacific Islands,(+679) 779-7791, explore@naia.com.fj ,"Discover Scuba Diving, Scuba Diver, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Open Water Scuba Instructor","Snorkel, Fins, Mask, BCD",Nitrox,Liveaboard,"Vatu-i-ra, Mt.Mutiny, E-6, UndeNAI'Able, Cat's Meow, Namena Marine Reserve, North Save-a-tack Passage, Thumbs, Tetons, Mushrooms, Makogai, Wakaya, Gau, Jim's Alley, Anthias Avenue, Nigali Passage",,https://www.google.com/maps/d/viewer?mid=1nzBDpCliWEghRC9ok77814zV10o&femb=1&ll=-17.577747250785883%2C178.36255325&z=10,
Narval Plongée,"11 Avenue de la Viguerie, 13260 Cassis, France",https://www.narval-plongee.fr,Cassis,Provence-Alpes-Côte d'Azur,France,Europe,33 (0)4 42 01 87 59, fabienne2k6@narval-plongee.fr ,"Open Water Diver, Discover Scuba Diving, Junior Open Water Diver","Wetsuit, Regulator, Fins, Mask, BCD, Snorkel",,Dive Shop,"La Pointe Cacau, Figuière, Castel Viel, La Grotte à Corail, Le Jardin, La Calanque de l'Oule, L'Eissadon, Lîlot, Le Soldat, Morgiou, Le Grand Conglué, La Pierre à Cassis, Le Couloir à Gorgogne, La Pointe Caramassagne, L'Impérial de Terre, L'Impérial du Milieu, L'Impérial du Large, Cassidaigne - Le Tombant, Cassidaigne - La Vieille, Le Fortier, Les Rascasses, L'Arène, Les Trémies",,,
Native Spirit Scuba,"Radisson Grenada Beach Resort, Grand Anse, St. George's, Grenada",https://nativespiritscuba.com/,Grand Anse,Saint George,Grenada,Caribbean, +1 473-420-1080 , info@nativespiritscuba.com ,"Open Water Diver, Scuba Diver, Advanced Open Water Diver, Advanced Scuba Diver, Rescue Diver, Enriched Air Nitrox, Divemaster, Divemaster / Assistant Instructor, Discover Scuba Diving, Junior Open Water Diver, Try Scuba / Intro Scuba","Wetsuit, Regulator, Fins, Mask, BCD, Drysuit, Hood, Boots, Snorkel, Dive Computer","Nitrox, Trimix",Dive Shop,"Grenada, Flamingo Bay, Dragon Bay, Boss Reef, Spice Island Reef, Coral Garden, Canyon, Windmill Shallows, Whibble Reef, Shark Reef, Purple Rain Reef, Kahonee, Northern Exposure, Face of the Devil, Happy Valley, Diamond Rock, The Sisters, Wreck of the Veronica L, Three Part Wreck, Quarter Wreck, King Mitch, Wreck of the Buccaneer, Shakem Wreck, Hema 1 Wreck, Rum Runner Wreck, Tyrrel Bay Wreck, Persia II Wreck, Bianca C Wreck, Moliniere Underwater Sculpture Park, A World Adrift",,,
Natura Dive Manzanillo,"Gral. Lázaro Cárdenas 1499, Playa Azul las Brisas, 28218 Manzanillo, Col., Mexico",https://naturadive.com/,Manzanillo,Col.,Mexico,North America, +52 314 334 5025 , info@naturadive.com ,"Scuba Diver, Discover Scuba Diving, Open Water Diver, Advanced Open Water Diver, Rescue Diver, Junior Open Water Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Marine Ecology, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor, Master Scuba Diver Trainer, Course Director","BCD, Regulator, Snorkel","Hydrox, Nitrox",Dive Shop,La Herradura,,This is a diving school,
Nautilus Dive Tech,"20 De Noviembre, Calle Melchor Ocampo Y, 23450 Cabo San Lucas, B.C.S., Mexico",https://nautilusdivetech.com/,Cabo San Lucas,B.C.S.,Mexico,North America, +52 624 143 0067 , info@nautilusdivetech.com ,,,,Dive Shop,"Cabo Pulmo, Isla Cerralvo, La Paz, Gordo Banks",,,
Nautilus Diving Center,"Via Roma 14, 07020 Palau, Italy",https://www.divesardegna.com/,Palau,Sardegna,Italy,Europe, +39 333 757 5677 , info@divesardegna.com ,"Scuba Diver, Open Water Diver, Enriched Air Nitrox, Advanced Open Water Diver, Rescue Diver, Divemaster, Try Scuba / Intro Scuba, Advanced Adventurer","BCD, Regulator, Fins, Mask, Boots, Snorkel, Wetsuit",Nitrox,Dive Resort,"Mid Channel Reef, Tegge Point, Paganetto Rock, Angelika Wreck, Spargiottello Shallow, Spargiottello Gorge, Aircraft Engine of Punta Zanotto, Washington Rock, Secca dello Zoppo, Budelli Pillar, Razzoli Shallow, La Presa Shallow, Lavezzi Pillar, Lavezzi Lighthouse, Grouper City, Western Shallow, I Perduti, Perduti Signal, Outer Barrettinelli, Inner Barrettinelli, Galera Point, Galera Point Shallow, Candeo Shallow, Messa del Cervo, Shark Point, San Francesc Cave, S. Francesco Shallow, English Bay, The Peaks, The Fijord, Coticcio Rocks, Monaci Lighthouse, Monaci Engine, Monaci Buoy, Crows' Gorge, Column Shallow, Grecale Shallow, Maestral Shallow, Cala dell'Oro, Punta Sardegna",,,
Nautilus Liveaboards,"#17, 11191 Horseshoe Wy, Richmond, BC V7A 4S5, Canada",https://nautilusliveaboards.com/,Homeport: Cabo San Lucas,BC,Mexico,North America, +1 604-241-1918 , a.maenner@nautilus-liveaboards.com ,"Open Water Diver, Open Water Scuba Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Stress & Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster, Divemaster / Assistant Instructor, Open Water Scuba Instructor","Wetsuit, BCD, Regulator",Nitrox,"Liveaboard, Dive Shop","Cocos Island, La Paz, Mexico Sardine Run, San Ignacio, Sea of Cortez, Socorro Island",,,
Nep2une Scuba Diving,"202 Custom House St East, Frederiksted, VI 00840",https://n2scubadiving.com,St. Croix,St Croix,United States Virgin Islands,, +1 340-227-1915 , n2scubastx@gmail.com ,"Open Water Diver, Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Introductory Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Enriched Air Nitrox, Wreck Diver, Night Diver, Underwater Navigator, Dry Suit Diver, Divemaster",Drysuit,Nitrox,Dive Shop,"Alien Nation, Aquarium Dive, Armageddon Wreck, Cables, Chub Hole, Grand Central Station, Spanish Anchor, The Frederiksted Pier, The Rosaomaira Wreck, The Coakley Bay Wreck, The Suffolk Maid Trawler, Virgin Islander Barge, North Wind Tug Boat, Aegir, Baby Blue, Blt, Butler Ledge, Coconut Reef, Danish Anchor, Deep Swirling Reef, Durgon Alley, End Of The Line, Jaw Reef, King's Alley, King's Corner, Little Mill Point, Rum Barrel Reef, Sprat Hole, Steeple Reef, Sugar Bowl, Sugar Reef, Swirling Reef of Death, Tide Bottle, Tidebox, East Wall, West Wall, Emerald Gardens",,,
New England Dive,"1060 S Colony St, Wallingford, CT 06492, United States",https://newenglanddive.com/,Wallingford,Connecticut,United States,North America, +1 203-284-1880 , sales@newenglanddive.com ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Deep Diver, Night Diver, Underwater Navigator, Divemaster",,Nitrox,Dive Shop,"Lake Hydra, Stonington Point, Lake George, Lake Winnipesaukee",,,
New Heaven Dive School,"48, Tambon Ko Tao, Koh Tao, Surat Thani 84360, Thailand",https://www.newheavendiveschool.com/,Koh Tao,Surat Thani,Thailand,Southeast Asia, +66 77 457 045 , info@newheavendiveschool.com ,"Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver","Wetsuit, Regulator, Drysuit, Dive Computer, Mask, Fins, BCD, Snorkel",,Dive Resort,"3 Rocks & Pottery, Aow Leuk, Biorock / Hin Fai, Buddha Islan, Chumphon Pinnacle, Green Rock, HTMS Sattakut (wreck), Hin Pee Wee, Hin Wong Bay, Hin Wong Pinnacle, Japanese Gardens, King Kong Rock, Koh Tao, Laem Thian, Lighthouse Bay, Mango Bay, Mao Bay, Sail Rock, Shark Island, Tanote Bay, Twins & Buoyancy World, White Rock, Hin Ngam, Tao Tong, Buddha Rock",,,
Nice Diving,"13 Quai des Deux Emmanuels, 06300 Nice, France",https://www.nicediving.com,Nice,Provence-Alpes-Côte d'Azur,France,Europe, +33 6 14 46 04 06 , nicediving@gmail.com ,,,Nitrox,Dive Shop,"La Vièrge, Le cap de Nice, La Vallée des Gorgones, Le bosu du Cap, Tombant Maeterlink, Les Américains, Les 3 îlots, Pointe du Gaton, Pointe de l’Étoile, Pointe de la Rascasse, Grotte à Corail, Tombant Madame, Grotte du Lido, Pointe Pilone, L’Avion, Pointe Moulalier, Pointe de la Gravinette, Grande Baie, Grotte du Sémaphore, Pointe de Crau de Nao, Tombant André, L’Interdite, Les Cavaliers, Le Cap Ferrat, La Vallée des Gorgones II, Pointe Causinière, Les Fosses, Sec à Merlot, Tombant Jean Joseph, Shérazade, Pointe St-Hospice, L’Isoletta, Cap Estel, Les Pitons, Pointe Mala",,Nice little deph gauge that counts when scrolling. Neat!,
Ningaloo Reef Dive & Snorkel,"Shop 8, Coral Bay Arcade, 46‚Äì67 Robinson Street, Coral Bay WA 6701, Australia",https://www.ningalooreefdive.com/,Coral Bay,WA,Australia,Oceania, +61 461 289 998 , info@ningalooreefdive.com ,"Open Water Diver, Open Water Scuba Diver, Discover Scuba Diving, Try Scuba / Intro Scuba, Advanced Open Water Diver, Advanced Adventurer, Rescue Diver, Divemaster, Wreck Diver, Deep Diver","Wetsuit, Regulator, Fins, Mask, BCD, Boots, Snorkel",Nitrox,Dive Shop,"Coral Bay - Outer, Ningaloo Reef",,,
